,filename,sr,class,length
113,bengali (2).wav,22050,Ben,1
114,bengali (20).wav,22050,Ben,1
115,bengali (200).wav,22050,Ben,1
116,bengali (201).wav,22050,Ben,1
117,bengali (202).wav,22050,Ben,1
118,bengali (203).wav,22050,Ben,1
119,bengali (204).wav,22050,Ben,1
120,bengali (205).wav,22050,Ben,1
121,bengali (206).wav,22050,Ben,1
122,bengali (207).wav,22050,Ben,1
123,bengali (208).wav,22050,Ben,1
124,bengali (209).wav,22050,Ben,1
125,bengali (21).wav,22050,Ben,1
126,bengali (210).wav,22050,Ben,1
127,bengali (211).wav,22050,Ben,1
128,bengali (212).wav,22050,Ben,1
129,bengali (213).wav,22050,Ben,1
130,bengali (214).wav,22050,Ben,1
131,bengali (215).wav,22050,Ben,1
132,bengali (216).wav,22050,Ben,1
133,bengali (217).wav,22050,Ben,1
134,bengali (218).wav,22050,Ben,1
135,bengali (219).wav,22050,Ben,1
136,bengali (22).wav,22050,Ben,1
137,bengali (220).wav,22050,Ben,1
138,bengali (221).wav,22050,Ben,1
139,bengali (222).wav,22050,Ben,1
140,bengali (223).wav,22050,Ben,1
141,bengali (224).wav,22050,Ben,1
142,bengali (225).wav,22050,Ben,1
143,bengali (226).wav,22050,Ben,1
144,bengali (227).wav,22050,Ben,1
145,bengali (228).wav,22050,Ben,1
146,bengali (229).wav,22050,Ben,1
147,bengali (23).wav,22050,Ben,1
148,bengali (230).wav,22050,Ben,1
149,bengali (231).wav,22050,Ben,1
150,bengali (232).wav,22050,Ben,1
151,bengali (233).wav,22050,Ben,1
152,bengali (234).wav,22050,Ben,1
153,bengali (235).wav,22050,Ben,1
154,bengali (236).wav,22050,Ben,1
155,bengali (237).wav,22050,Ben,1
156,bengali (238).wav,22050,Ben,1
157,bengali (239).wav,22050,Ben,1
158,bengali (24).wav,22050,Ben,1
159,bengali (240).wav,22050,Ben,1
160,bengali (241).wav,22050,Ben,1
161,bengali (242).wav,22050,Ben,1
162,bengali (243).wav,22050,Ben,1
163,bengali (244).wav,22050,Ben,1
164,bengali (245).wav,22050,Ben,1
165,bengali (246).wav,22050,Ben,1
166,bengali (247).wav,22050,Ben,1
167,bengali (248).wav,22050,Ben,1
168,bengali (249).wav,22050,Ben,1
169,bengali (25).wav,22050,Ben,1
170,bengali (250).wav,22050,Ben,1
171,bengali (251).wav,22050,Ben,1
172,bengali (252).wav,22050,Ben,1
173,bengali (253).wav,22050,Ben,1
174,bengali (254).wav,22050,Ben,1
175,bengali (255).wav,22050,Ben,1
176,bengali (256).wav,22050,Ben,1
177,bengali (257).wav,22050,Ben,1
178,bengali (258).wav,22050,Ben,1
179,bengali (259).wav,22050,Ben,1
180,bengali (26).wav,22050,Ben,1
181,bengali (260).wav,22050,Ben,1
182,bengali (261).wav,22050,Ben,1
183,bengali (262).wav,22050,Ben,1
184,bengali (263).wav,22050,Ben,1
185,bengali (264).wav,22050,Ben,1
186,bengali (265).wav,22050,Ben,1
187,bengali (266).wav,22050,Ben,1
188,bengali (267).wav,22050,Ben,1
189,bengali (268).wav,22050,Ben,1
190,bengali (269).wav,22050,Ben,1
191,bengali (27).wav,22050,Ben,1
192,bengali (270).wav,22050,Ben,1
193,bengali (271).wav,22050,Ben,1
194,bengali (272).wav,22050,Ben,1
195,bengali (273).wav,22050,Ben,1
196,bengali (274).wav,22050,Ben,1
197,bengali (275).wav,22050,Ben,1
198,bengali (276).wav,22050,Ben,1
199,bengali (277).wav,22050,Ben,1
200,bengali (278).wav,22050,Ben,1
201,bengali (279).wav,22050,Ben,1
202,bengali (28).wav,22050,Ben,1
203,bengali (280).wav,22050,Ben,1
204,bengali (281).wav,22050,Ben,1
205,bengali (282).wav,22050,Ben,1
206,bengali (283).wav,22050,Ben,1
207,bengali (284).wav,22050,Ben,1
208,bengali (285).wav,22050,Ben,1
209,bengali (286).wav,22050,Ben,1
210,bengali (287).wav,22050,Ben,1
211,bengali (288).wav,22050,Ben,1
212,bengali (289).wav,22050,Ben,1
213,bengali (29).wav,22050,Ben,1
214,bengali (290).wav,22050,Ben,1
215,bengali (291).wav,22050,Ben,1
216,bengali (292).wav,22050,Ben,1
217,bengali (293).wav,22050,Ben,1
218,bengali (294).wav,22050,Ben,1
219,bengali (295).wav,22050,Ben,1
220,bengali (296).wav,22050,Ben,1
221,bengali (297).wav,22050,Ben,1
222,bengali (298).wav,22050,Ben,1
223,bengali (299).wav,22050,Ben,1
224,bengali (3).wav,22050,Ben,1
225,bengali (30).wav,22050,Ben,1
226,bengali (300).wav,22050,Ben,1
227,bengali (301).wav,22050,Ben,1
228,bengali (302).wav,22050,Ben,1
229,bengali (303).wav,22050,Ben,1
230,bengali (304).wav,22050,Ben,1
231,bengali (305).wav,22050,Ben,1
232,bengali (306).wav,22050,Ben,1
233,bengali (307).wav,22050,Ben,1
234,bengali (308).wav,22050,Ben,1
235,bengali (309).wav,22050,Ben,1
236,bengali (31).wav,22050,Ben,1
237,bengali (310).wav,22050,Ben,1
238,bengali (311).wav,22050,Ben,1
239,bengali (312).wav,22050,Ben,1
240,bengali (313).wav,22050,Ben,1
241,bengali (314).wav,22050,Ben,1
242,bengali (315).wav,22050,Ben,1
243,bengali (316).wav,22050,Ben,1
244,bengali (317).wav,22050,Ben,1
245,bengali (318).wav,22050,Ben,1
246,bengali (319).wav,22050,Ben,1
247,bengali (32).wav,22050,Ben,1
248,bengali (320).wav,22050,Ben,1
249,bengali (321).wav,22050,Ben,1
250,bengali (322).wav,22050,Ben,1
251,bengali (323).wav,22050,Ben,1
252,bengali (324).wav,22050,Ben,1
253,bengali (325).wav,22050,Ben,1
254,bengali (326).wav,22050,Ben,1
255,bengali (327).wav,22050,Ben,1
256,bengali (328).wav,22050,Ben,1
257,bengali (329).wav,22050,Ben,1
258,bengali (33).wav,22050,Ben,1
259,bengali (330).wav,22050,Ben,1
260,bengali (331).wav,22050,Ben,1
261,bengali (332).wav,22050,Ben,1
262,bengali (333).wav,22050,Ben,1
263,bengali (334).wav,22050,Ben,1
264,bengali (335).wav,22050,Ben,1
265,bengali (336).wav,22050,Ben,1
266,bengali (337).wav,22050,Ben,1
267,bengali (338).wav,22050,Ben,1
268,bengali (339).wav,22050,Ben,1
269,bengali (34).wav,22050,Ben,1
270,bengali (340).wav,22050,Ben,1
271,bengali (341).wav,22050,Ben,1
272,bengali (342).wav,22050,Ben,1
273,bengali (343).wav,22050,Ben,1
274,bengali (344).wav,22050,Ben,1
275,bengali (345).wav,22050,Ben,1
276,bengali (346).wav,22050,Ben,1
277,bengali (347).wav,22050,Ben,1
278,bengali (348).wav,22050,Ben,1
279,bengali (349).wav,22050,Ben,1
280,bengali (35).wav,22050,Ben,1
281,bengali (350).wav,22050,Ben,1
282,bengali (351).wav,22050,Ben,1
283,bengali (352).wav,22050,Ben,1
284,bengali (353).wav,22050,Ben,1
285,bengali (354).wav,22050,Ben,1
286,bengali (355).wav,22050,Ben,1
287,bengali (356).wav,22050,Ben,1
288,bengali (357).wav,22050,Ben,1
289,bengali (358).wav,22050,Ben,1
290,bengali (359).wav,22050,Ben,1
291,bengali (36).wav,22050,Ben,1
292,bengali (360).wav,22050,Ben,1
293,bengali (361).wav,22050,Ben,1
294,bengali (362).wav,22050,Ben,1
295,bengali (363).wav,22050,Ben,1
296,bengali (364).wav,22050,Ben,1
297,bengali (365).wav,22050,Ben,1
298,bengali (366).wav,22050,Ben,1
299,bengali (367).wav,22050,Ben,1
300,bengali (368).wav,22050,Ben,1
301,bengali (369).wav,22050,Ben,1
302,bengali (37).wav,22050,Ben,1
303,bengali (370).wav,22050,Ben,1
304,bengali (371).wav,22050,Ben,1
305,bengali (372).wav,22050,Ben,1
306,bengali (373).wav,22050,Ben,1
307,bengali (374).wav,22050,Ben,1
308,bengali (375).wav,22050,Ben,1
309,bengali (376).wav,22050,Ben,1
310,bengali (377).wav,22050,Ben,1
311,bengali (378).wav,22050,Ben,1
312,bengali (379).wav,22050,Ben,1
313,bengali (38).wav,22050,Ben,1
314,bengali (380).wav,22050,Ben,1
315,bengali (381).wav,22050,Ben,1
316,bengali (382).wav,22050,Ben,1
317,bengali (383).wav,22050,Ben,1
318,bengali (384).wav,22050,Ben,1
319,bengali (385).wav,22050,Ben,1
320,bengali (386).wav,22050,Ben,1
321,bengali (387).wav,22050,Ben,1
322,bengali (388).wav,22050,Ben,1
323,bengali (389).wav,22050,Ben,1
324,bengali (39).wav,22050,Ben,1
325,bengali (390).wav,22050,Ben,1
326,bengali (391).wav,22050,Ben,1
327,bengali (392).wav,22050,Ben,1
328,bengali (393).wav,22050,Ben,1
329,bengali (394).wav,22050,Ben,1
330,bengali (395).wav,22050,Ben,1
331,bengali (396).wav,22050,Ben,1
332,bengali (397).wav,22050,Ben,1
333,bengali (398).wav,22050,Ben,1
334,bengali (399).wav,22050,Ben,1
335,bengali (4).wav,22050,Ben,1
336,bengali (40).wav,22050,Ben,1
337,bengali (400).wav,22050,Ben,1
338,bengali (401).wav,22050,Ben,1
339,bengali (402).wav,22050,Ben,1
340,bengali (403).wav,22050,Ben,1
341,bengali (404).wav,22050,Ben,1
342,bengali (405).wav,22050,Ben,1
343,bengali (406).wav,22050,Ben,1
344,bengali (407).wav,22050,Ben,1
345,bengali (408).wav,22050,Ben,1
346,bengali (409).wav,22050,Ben,1
347,bengali (41).wav,22050,Ben,1
348,bengali (410).wav,22050,Ben,1
349,bengali (411).wav,22050,Ben,1
350,bengali (412).wav,22050,Ben,1
351,bengali (413).wav,22050,Ben,1
352,bengali (414).wav,22050,Ben,1
353,bengali (415).wav,22050,Ben,1
354,bengali (416).wav,22050,Ben,1
355,bengali (417).wav,22050,Ben,1
356,bengali (418).wav,22050,Ben,1
357,bengali (419).wav,22050,Ben,1
358,bengali (42).wav,22050,Ben,1
359,bengali (420).wav,22050,Ben,1
360,bengali (421).wav,22050,Ben,1
361,bengali (422).wav,22050,Ben,1
362,bengali (423).wav,22050,Ben,1
363,bengali (424).wav,22050,Ben,1
364,bengali (425).wav,22050,Ben,1
365,bengali (426).wav,22050,Ben,1
366,bengali (427).wav,22050,Ben,1
367,bengali (428).wav,22050,Ben,1
368,bengali (429).wav,22050,Ben,1
369,bengali (43).wav,22050,Ben,1
370,bengali (430).wav,22050,Ben,1
371,bengali (431).wav,22050,Ben,1
372,bengali (432).wav,22050,Ben,1
373,bengali (433).wav,22050,Ben,1
374,bengali (434).wav,22050,Ben,1
375,bengali (435).wav,22050,Ben,1
376,bengali (436).wav,22050,Ben,1
377,bengali (437).wav,22050,Ben,1
378,bengali (438).wav,22050,Ben,1
379,bengali (439).wav,22050,Ben,1
380,bengali (44).wav,22050,Ben,1
381,bengali (440).wav,22050,Ben,1
382,bengali (441).wav,22050,Ben,1
383,bengali (442).wav,22050,Ben,1
384,bengali (443).wav,22050,Ben,1
385,bengali (444).wav,22050,Ben,1
386,bengali (445).wav,22050,Ben,1
387,bengali (446).wav,22050,Ben,1
388,bengali (447).wav,22050,Ben,1
389,bengali (448).wav,22050,Ben,1
390,bengali (449).wav,22050,Ben,1
391,bengali (45).wav,22050,Ben,1
392,bengali (450).wav,22050,Ben,1
393,bengali (451).wav,22050,Ben,1
394,bengali (452).wav,22050,Ben,1
395,bengali (453).wav,22050,Ben,1
396,bengali (454).wav,22050,Ben,1
397,bengali (455).wav,22050,Ben,1
398,bengali (456).wav,22050,Ben,1
399,bengali (457).wav,22050,Ben,1
400,bengali (458).wav,22050,Ben,1
401,bengali (459).wav,22050,Ben,1
402,bengali (46).wav,22050,Ben,1
403,bengali (460).wav,22050,Ben,1
404,bengali (461).wav,22050,Ben,1
405,bengali (462).wav,22050,Ben,1
406,bengali (463).wav,22050,Ben,1
407,bengali (464).wav,22050,Ben,1
408,bengali (465).wav,22050,Ben,1
409,bengali (466).wav,22050,Ben,1
410,bengali (467).wav,22050,Ben,1
411,bengali (468).wav,22050,Ben,1
412,bengali (469).wav,22050,Ben,1
413,bengali (47).wav,22050,Ben,1
414,bengali (470).wav,22050,Ben,1
415,bengali (471).wav,22050,Ben,1
416,bengali (472).wav,22050,Ben,1
417,bengali (473).wav,22050,Ben,1
418,bengali (474).wav,22050,Ben,1
419,bengali (475).wav,22050,Ben,1
420,bengali (476).wav,22050,Ben,1
421,bengali (477).wav,22050,Ben,1
422,bengali (478).wav,22050,Ben,1
423,bengali (479).wav,22050,Ben,1
424,bengali (48).wav,22050,Ben,1
425,bengali (480).wav,22050,Ben,1
426,bengali (481).wav,22050,Ben,1
427,bengali (482).wav,22050,Ben,1
428,bengali (483).wav,22050,Ben,1
429,bengali (484).wav,22050,Ben,1
430,bengali (485).wav,22050,Ben,1
431,bengali (486).wav,22050,Ben,1
432,bengali (487).wav,22050,Ben,1
433,bengali (488).wav,22050,Ben,1
434,bengali (489).wav,22050,Ben,1
435,bengali (49).wav,22050,Ben,1
436,bengali (490).wav,22050,Ben,1
437,bengali (491).wav,22050,Ben,1
438,bengali (492).wav,22050,Ben,1
439,bengali (493).wav,22050,Ben,1
440,bengali (494).wav,22050,Ben,1
441,bengali (495).wav,22050,Ben,1
442,bengali (496).wav,22050,Ben,1
443,bengali (497).wav,22050,Ben,1
444,bengali (498).wav,22050,Ben,1
445,bengali (499).wav,22050,Ben,1
446,bengali (5).wav,22050,Ben,1
447,bengali (50).wav,22050,Ben,1
448,bengali (500).wav,22050,Ben,1
449,bengali (501).wav,22050,Ben,1
450,bengali (502).wav,22050,Ben,1
451,bengali (503).wav,22050,Ben,1
452,bengali (504).wav,22050,Ben,1
453,bengali (505).wav,22050,Ben,1
454,bengali (506).wav,22050,Ben,1
455,bengali (507).wav,22050,Ben,1
456,bengali (508).wav,22050,Ben,1
457,bengali (509).wav,22050,Ben,1
458,bengali (51).wav,22050,Ben,1
459,bengali (510).wav,22050,Ben,1
460,bengali (511).wav,22050,Ben,1
461,bengali (512).wav,22050,Ben,1
462,bengali (513).wav,22050,Ben,1
463,bengali (514).wav,22050,Ben,1
464,bengali (515).wav,22050,Ben,1
465,bengali (516).wav,22050,Ben,1
466,bengali (517).wav,22050,Ben,1
467,bengali (518).wav,22050,Ben,1
468,bengali (519).wav,22050,Ben,1
469,bengali (52).wav,22050,Ben,1
470,bengali (520).wav,22050,Ben,1
471,bengali (521).wav,22050,Ben,1
472,bengali (522).wav,22050,Ben,1
473,bengali (523).wav,22050,Ben,1
474,bengali (524).wav,22050,Ben,1
475,bengali (525).wav,22050,Ben,1
476,bengali (526).wav,22050,Ben,1
477,bengali (527).wav,22050,Ben,1
478,bengali (528).wav,22050,Ben,1
479,bengali (529).wav,22050,Ben,1
480,bengali (53).wav,22050,Ben,1
481,bengali (530).wav,22050,Ben,1
482,bengali (531).wav,22050,Ben,1
483,bengali (532).wav,22050,Ben,1
484,bengali (533).wav,22050,Ben,1
485,bengali (534).wav,22050,Ben,1
486,bengali (535).wav,22050,Ben,1
487,bengali (536).wav,22050,Ben,1
488,bengali (537).wav,22050,Ben,1
489,bengali (538).wav,22050,Ben,1
490,bengali (539).wav,22050,Ben,1
491,bengali (54).wav,22050,Ben,1
492,bengali (540).wav,22050,Ben,1
493,bengali (541).wav,22050,Ben,1
494,bengali (542).wav,22050,Ben,1
495,bengali (543).wav,22050,Ben,1
496,bengali (544).wav,22050,Ben,1
497,bengali (545).wav,22050,Ben,1
498,bengali (546).wav,22050,Ben,1
499,bengali (547).wav,22050,Ben,1
500,bengali (548).wav,22050,Ben,1
501,bengali (549).wav,22050,Ben,1
502,bengali (55).wav,22050,Ben,1
503,bengali (550).wav,22050,Ben,1
504,bengali (551).wav,22050,Ben,1
505,bengali (552).wav,22050,Ben,1
506,bengali (553).wav,22050,Ben,1
507,bengali (554).wav,22050,Ben,1
508,bengali (555).wav,22050,Ben,1
509,bengali (556).wav,22050,Ben,1
510,bengali (557).wav,22050,Ben,1
511,bengali (558).wav,22050,Ben,1
512,bengali (559).wav,22050,Ben,1
513,bengali (56).wav,22050,Ben,1
514,bengali (560).wav,22050,Ben,1
515,bengali (561).wav,22050,Ben,1
516,bengali (562).wav,22050,Ben,1
517,bengali (563).wav,22050,Ben,1
518,bengali (564).wav,22050,Ben,1
519,bengali (565).wav,22050,Ben,1
520,bengali (566).wav,22050,Ben,1
521,bengali (567).wav,22050,Ben,1
522,bengali (568).wav,22050,Ben,1
523,bengali (569).wav,22050,Ben,1
524,bengali (57).wav,22050,Ben,1
525,bengali (570).wav,22050,Ben,1
526,bengali (571).wav,22050,Ben,1
527,bengali (572).wav,22050,Ben,1
528,bengali (573).wav,22050,Ben,1
529,bengali (574).wav,22050,Ben,1
530,bengali (575).wav,22050,Ben,1
531,bengali (576).wav,22050,Ben,1
532,bengali (577).wav,22050,Ben,1
533,bengali (578).wav,22050,Ben,1
534,bengali (579).wav,22050,Ben,1
535,bengali (58).wav,22050,Ben,1
536,bengali (580).wav,22050,Ben,1
537,bengali (581).wav,22050,Ben,1
538,bengali (582).wav,22050,Ben,1
539,bengali (583).wav,22050,Ben,1
540,bengali (584).wav,22050,Ben,1
541,bengali (585).wav,22050,Ben,1
542,bengali (586).wav,22050,Ben,1
543,bengali (587).wav,22050,Ben,1
544,bengali (588).wav,22050,Ben,1
545,bengali (589).wav,22050,Ben,1
546,bengali (59).wav,22050,Ben,1
547,bengali (590).wav,22050,Ben,1
548,bengali (591).wav,22050,Ben,1
549,bengali (592).wav,22050,Ben,1
550,bengali (593).wav,22050,Ben,1
551,bengali (594).wav,22050,Ben,1
552,bengali (595).wav,22050,Ben,1
553,bengali (596).wav,22050,Ben,1
554,bengali (597).wav,22050,Ben,1
555,bengali (598).wav,22050,Ben,1
556,bengali (599).wav,22050,Ben,1
557,bengali (6).wav,22050,Ben,1
558,bengali (60).wav,22050,Ben,1
559,bengali (600).wav,22050,Ben,1
560,bengali (601).wav,22050,Ben,1
561,bengali (602).wav,22050,Ben,1
562,bengali (603).wav,22050,Ben,1
563,bengali (604).wav,22050,Ben,1
564,bengali (605).wav,22050,Ben,1
565,bengali (606).wav,22050,Ben,1
566,bengali (607).wav,22050,Ben,1
567,bengali (608).wav,22050,Ben,1
568,bengali (609).wav,22050,Ben,1
569,bengali (61).wav,22050,Ben,1
570,bengali (610).wav,22050,Ben,1
571,bengali (611).wav,22050,Ben,1
572,bengali (612).wav,22050,Ben,1
573,bengali (613).wav,22050,Ben,1
574,bengali (614).wav,22050,Ben,1
575,bengali (615).wav,22050,Ben,1
576,bengali (616).wav,22050,Ben,1
577,bengali (617).wav,22050,Ben,1
578,bengali (618).wav,22050,Ben,1
579,bengali (619).wav,22050,Ben,1
580,bengali (62).wav,22050,Ben,1
581,bengali (620).wav,22050,Ben,1
582,bengali (621).wav,22050,Ben,1
583,bengali (622).wav,22050,Ben,1
584,bengali (623).wav,22050,Ben,1
585,bengali (624).wav,22050,Ben,1
586,bengali (625).wav,22050,Ben,1
587,bengali (626).wav,22050,Ben,1
588,bengali (627).wav,22050,Ben,1
589,bengali (628).wav,22050,Ben,1
590,bengali (629).wav,22050,Ben,1
591,bengali (63).wav,22050,Ben,1
592,bengali (630).wav,22050,Ben,1
593,bengali (631).wav,22050,Ben,1
594,bengali (632).wav,22050,Ben,1
595,bengali (633).wav,22050,Ben,1
596,bengali (634).wav,22050,Ben,1
597,bengali (635).wav,22050,Ben,1
598,bengali (636).wav,22050,Ben,1
599,bengali (637).wav,22050,Ben,1
600,bengali (638).wav,22050,Ben,1
601,bengali (639).wav,22050,Ben,1
602,bengali (64).wav,22050,Ben,1
603,bengali (640).wav,22050,Ben,1
604,bengali (641).wav,22050,Ben,1
605,bengali (642).wav,22050,Ben,1
606,bengali (643).wav,22050,Ben,1
607,bengali (644).wav,22050,Ben,1
608,bengali (645).wav,22050,Ben,1
609,bengali (646).wav,22050,Ben,1
610,bengali (647).wav,22050,Ben,1
611,bengali (648).wav,22050,Ben,1
612,bengali (649).wav,22050,Ben,1
613,bengali (65).wav,22050,Ben,1
614,bengali (650).wav,22050,Ben,1
615,bengali (651).wav,22050,Ben,1
616,bengali (652).wav,22050,Ben,1
617,bengali (653).wav,22050,Ben,1
618,bengali (654).wav,22050,Ben,1
619,bengali (655).wav,22050,Ben,1
620,bengali (656).wav,22050,Ben,1
621,bengali (657).wav,22050,Ben,1
622,bengali (658).wav,22050,Ben,1
623,bengali (659).wav,22050,Ben,1
624,bengali (66).wav,22050,Ben,1
625,bengali (660).wav,22050,Ben,1
626,bengali (661).wav,22050,Ben,1
627,bengali (662).wav,22050,Ben,1
628,bengali (663).wav,22050,Ben,1
629,bengali (664).wav,22050,Ben,1
630,bengali (665).wav,22050,Ben,1
631,bengali (666).wav,22050,Ben,1
632,bengali (667).wav,22050,Ben,1
633,bengali (668).wav,22050,Ben,1
634,bengali (669).wav,22050,Ben,1
635,bengali (67).wav,22050,Ben,1
636,bengali (670).wav,22050,Ben,1
637,bengali (671).wav,22050,Ben,1
638,bengali (672).wav,22050,Ben,1
639,bengali (673).wav,22050,Ben,1
640,bengali (674).wav,22050,Ben,1
641,bengali (675).wav,22050,Ben,1
642,bengali (676).wav,22050,Ben,1
643,bengali (677).wav,22050,Ben,1
644,bengali (678).wav,22050,Ben,1
645,bengali (679).wav,22050,Ben,1
646,bengali (68).wav,22050,Ben,1
647,bengali (680).wav,22050,Ben,1
648,bengali (681).wav,22050,Ben,1
649,bengali (682).wav,22050,Ben,1
650,bengali (683).wav,22050,Ben,1
651,bengali (684).wav,22050,Ben,1
652,bengali (685).wav,22050,Ben,1
653,bengali (686).wav,22050,Ben,1
654,bengali (687).wav,22050,Ben,1
655,bengali (688).wav,22050,Ben,1
656,bengali (689).wav,22050,Ben,1
657,bengali (69).wav,22050,Ben,1
658,bengali (690).wav,22050,Ben,1
659,bengali (691).wav,22050,Ben,1
660,bengali (692).wav,22050,Ben,1
661,bengali (693).wav,22050,Ben,1
662,bengali (694).wav,22050,Ben,1
663,bengali (695).wav,22050,Ben,1
664,bengali (696).wav,22050,Ben,1
665,bengali (697).wav,22050,Ben,1
666,bengali (698).wav,22050,Ben,1
667,bengali (699).wav,22050,Ben,1
668,bengali (7).wav,22050,Ben,1
669,bengali (70).wav,22050,Ben,1
670,bengali (700).wav,22050,Ben,1
671,bengali (701).wav,22050,Ben,1
672,bengali (702).wav,22050,Ben,1
673,bengali (703).wav,22050,Ben,1
674,bengali (704).wav,22050,Ben,1
675,bengali (705).wav,22050,Ben,1
676,bengali (706).wav,22050,Ben,1
677,bengali (707).wav,22050,Ben,1
678,bengali (708).wav,22050,Ben,1
679,bengali (709).wav,22050,Ben,1
680,bengali (71).wav,22050,Ben,1
681,bengali (710).wav,22050,Ben,1
682,bengali (711).wav,22050,Ben,1
683,bengali (712).wav,22050,Ben,1
684,bengali (713).wav,22050,Ben,1
685,bengali (714).wav,22050,Ben,1
686,bengali (715).wav,22050,Ben,1
687,bengali (716).wav,22050,Ben,1
688,bengali (717).wav,22050,Ben,1
689,bengali (718).wav,22050,Ben,1
690,bengali (719).wav,22050,Ben,1
691,bengali (72).wav,22050,Ben,1
692,bengali (720).wav,22050,Ben,1
693,bengali (721).wav,22050,Ben,1
694,bengali (722).wav,22050,Ben,1
695,bengali (723).wav,22050,Ben,1
696,bengali (724).wav,22050,Ben,1
697,bengali (725).wav,22050,Ben,1
